hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,18,2017,August,35,27,1,0,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109,0,1,Check-Out,28/8/2017
City Hotel,23,2017,August,35,27,1,0,2,0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,98.1,0,1,Check-Out,28/8/2017
City Hotel,71,2017,August,34,26,1,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,425,NULL,0,Transient,164,0,1,Check-Out,28/8/2017
City Hotel,6,2017,August,34,26,1,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,B,A,2,No Deposit,NULL,NULL,0,Transient,124,0,1,Check-Out,28/8/2017
City Hotel,49,2017,August,34,26,1,1,3,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,394,NULL,0,Transient,164.1,0,2,Check-Out,28/8/2017
City Hotel,3,2017,August,34,26,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,A,1,No Deposit,NULL,NULL,0,Transient,124,0,1,Check-Out,28/8/2017
City Hotel,60,2017,August,35,27,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2,Check-Out,28/8/2017
City Hotel,0,2017,August,35,27,1,0,1,0,0,BB,CHN,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,95,0,0,Check-Out,28/8/2017
City Hotel,42,2017,August,35,27,1,0,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,85,0,1,Check-Out,28/8/2017
City Hotel,37,2017,August,35,27,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,87.2,0,1,Check-Out,28/8/2017
City Hotel,61,2017,August,35,27,1,0,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,85,NULL,0,Transient,90.6,0,1,Check-Out,28/8/2017
City Hotel,3,2017,August,35,27,1,0,1,0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,119,0,1,Check-Out,28/8/2017
City Hotel,52,2017,August,35,27,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1,Check-Out,28/8/2017
City Hotel,35,2017,August,34,26,2,1,2,2,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,176.64,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,8,2017,August,34,26,2,1,2,3,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,NULL,0,Transient,253.51,0,2,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,17,2017,August,35,27,2,0,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,114.5,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,301,2017,August,35,27,2,0,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,179.1,0,0,Check-Out,29/8/2017
City Hotel,234,2017,August,34,26,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,B,B,1,No Deposit,14,NULL,0,Transient,123.05,1,0,Check-Out,29/8/2017
City Hotel,233,2017,August,34,26,2,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,B,B,0,No Deposit,14,NULL,0,Transient,123.05,0,0,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,39,2017,August,34,24,2,3,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,194.6,0,1,Check-Out,29/8/2017
City Hotel,172,2017,August,34,25,2,2,3,0,0,BB,FRO,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9,NULL,0,Transient,202.5,0,1,Check-Out,29/8/2017
City Hotel,267,2017,August,34,25,2,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,166.5,0,2,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,219,2017,August,34,25,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,0,Check-Out,29/8/2017
City Hotel,0,2017,August,35,28,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,140,0,1,Check-Out,29/8/2017
City Hotel,311,2017,August,35,28,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,0,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,0,2017,August,35,29,0,1,2,3,0,BB,GBR,Offline TA/TO,TA/TO,1,0,0,G,G,3,No Deposit,229,NULL,0,Group,270,0,1,Check-Out,30/8/2017
City Hotel,58,2017,August,34,24,2,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,150.33,1,0,Check-Out,29/8/2017
City Hotel,219,2017,August,34,25,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,1,Check-Out,29/8/2017
City Hotel,219,2017,August,34,25,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,1,Check-Out,29/8/2017
City Hotel,10,2017,August,35,27,2,0,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,119.5,0,2,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,224,2017,August,34,24,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,127.8,0,2,Check-Out,29/8/2017
City Hotel,221,2017,August,34,26,2,1,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,198,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,269,2017,August,34,22,2,5,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,2,Check-Out,29/8/2017
City Hotel,269,2017,August,34,22,2,5,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,2,Check-Out,29/8/2017
City Hotel,180,2017,August,35,27,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,139.5,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,195,2017,August,33,17,4,8,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,118.43,0,1,Check-Out,29/8/2017
City Hotel,0,2017,August,35,28,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,140,0,2,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,21,2017,August,35,28,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,149,0,1,Check-Out,29/8/2017
City Hotel,14,2017,August,34,24,2,3,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,165.6,0,2,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,200,2017,August,34,25,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,0,Check-Out,29/8/2017
City Hotel,289,2017,August,34,26,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,107.1,0,2,Check-Out,29/8/2017
City Hotel,289,2017,August,34,26,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,107.1,0,2,Check-Out,29/8/2017
City Hotel,16,2017,August,34,26,2,1,2,0,1,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,126,0,2,Check-Out,29/8/2017
City Hotel,26,2017,August,35,27,2,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,143.5,0,2,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,10,2017,August,35,27,2,0,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9,NULL,0,Transient,214.5,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,229,NULL,0,Transient-Party,0,0,0,Check-Out,29/8/2017
City Hotel,189,2017,August,35,27,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,114,0,1,Check-Out,29/8/2017
City Hotel,15,2017,August,34,25,2,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,132.53,0,2,Check-Out,29/8/2017
City Hotel,14,2017,August,34,24,2,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125.6,0,1,Check-Out,29/8/2017
City Hotel,0,2017,August,35,28,1,0,2,1,1,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,14,NULL,0,Transient,150,0,0,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,267,2017,August,34,25,2,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,166.5,0,2,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,16,2017,August,34,26,2,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,90.4,0,1,Check-Out,29/8/2017
City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017
City Hotel,179,2017,August,34,23,2,5,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,160.2,0,0,Check-Out,30/8/2017
City Hotel,43,2017,August,35,29,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,210,0,1,Check-Out,30/8/2017
City Hotel,8,2017,August,34,25,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,115.37,0,1,Check-Out,30/8/2017
City Hotel,40,2017,August,35,28,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,NULL,0,Transient,139.4,0,1,Check-Out,30/8/2017
City Hotel,189,2017,August,35,28,1,1,3,0,0,HB,RUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,187.2,0,0,Check-Out,30/8/2017
City Hotel,39,2017,August,35,28,1,1,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,D,D,0,No Deposit,NULL,451,0,Transient,95,0,0,Check-Out,30/8/2017
City Hotel,1,2017,August,35,29,0,1,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,D,D,0,No Deposit,NULL,451,0,Transient,95,0,0,Check-Out,30/8/2017
City Hotel,40,2017,August,35,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,NULL,451,0,Transient,95,0,0,Check-Out,30/8/2017
City Hotel,202,2017,August,34,26,2,2,1,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,0,Check-Out,30/8/2017
City Hotel,240,2017,August,35,28,1,1,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,NULL,0,Transient,135,0,3,Check-Out,30/8/2017
City Hotel,40,2017,August,35,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,NULL,451,0,Transient,95,0,0,Check-Out,30/8/2017
City Hotel,40,2017,August,35,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,NULL,451,0,Transient,95,0,0,Check-Out,30/8/2017
City Hotel,0,2017,August,35,29,0,1,1,0,0,BB,PRT,Complementary,Corporate,0,0,0,A,A,0,No Deposit,NULL,72,0,Transient,0,0,2,Check-Out,30/8/2017
City Hotel,181,2017,August,35,27,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,0,Check-Out,30/8/2017
City Hotel,130,2017,August,34,23,2,5,2,2,0,HB,FRA,Direct,Direct,0,0,0,G,G,0,No Deposit,14,NULL,0,Transient,300,0,1,Check-Out,30/8/2017
City Hotel,61,2017,August,35,28,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,394,NULL,0,Transient,121.1,0,0,Check-Out,30/8/2017
City Hotel,209,2017,August,34,26,2,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,162,0,0,Check-Out,30/8/2017
City Hotel,278,2017,August,34,25,2,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,89.1,0,1,Check-Out,30/8/2017
City Hotel,278,2017,August,34,25,2,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,89.1,0,2,Check-Out,30/8/2017
City Hotel,146,2017,August,35,28,1,1,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,195,0,1,Check-Out,30/8/2017
City Hotel,19,2017,August,35,29,0,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,140,0,2,Check-Out,30/8/2017
City Hotel,19,2017,August,35,29,0,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,140,0,2,Check-Out,30/8/2017
City Hotel,19,2017,August,35,29,0,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,140,0,2,Check-Out,30/8/2017
City Hotel,4,2017,August,35,28,1,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,219,0,2,Check-Out,30/8/2017
City Hotel,223,2017,August,34,23,2,5,3,0,0,HB,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,83,NULL,0,Transient,154.7,0,1,Check-Out,30/8/2017
City Hotel,0,2017,August,35,29,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,0,Check-Out,30/8/2017
City Hotel,0,2017,August,34,23,2,5,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,394,NULL,0,Transient,112.1,0,0,Check-Out,30/8/2017
City Hotel,6,2017,August,35,27,2,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,196.33,0,2,Check-Out,30/8/2017
City Hotel,52,2017,August,35,27,2,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,258,1,2,Check-Out,30/8/2017
City Hotel,190,2017,August,35,27,2,1,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,162,0,2,Check-Out,30/8/2017
City Hotel,216,2017,August,34,26,2,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,93.6,0,0,Check-Out,30/8/2017
City Hotel,323,2017,August,35,29,0,1,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,NULL,0,Transient,125.1,0,2,Check-Out,30/8/2017
City Hotel,5,2017,August,35,29,0,1,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,259,0,0,Check-Out,30/8/2017
City Hotel,189,2017,August,35,27,2,1,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,99,0,0,Check-Out,30/8/2017
City Hotel,39,2017,August,35,29,0,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9,NULL,0,Transient,170,0,1,Check-Out,30/8/2017
City Hotel,13,2017,August,34,26,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,157.25,0,1,Check-Out,30/8/2017
City Hotel,457,2017,August,34,25,2,3,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,6,NULL,0,Transient-Party,122.4,0,1,Check-Out,30/8/2017
City Hotel,43,2017,August,35,29,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,140,0,1,Check-Out,30/8/2017
City Hotel,196,2017,August,34,26,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126,0,3,Check-Out,30/8/2017
City Hotel,0,2017,August,35,29,0,1,2,2,0,BB,NLD,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,270,0,0,Check-Out,30/8/2017
City Hotel,29,2017,August,35,27,2,1,2,2,0,BB,LUX,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,233,0,0,Check-Out,30/8/2017
City Hotel,22,2017,August,35,30,0,3,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,F,G,1,No Deposit,9,NULL,0,Transient,61.8,0,0,Check-Out,2/9/2017
City Hotel,184,2017,August,35,29,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,2,Check-Out,31/8/2017
City Hotel,214,2017,August,35,27,2,2,3,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,115,0,0,Check-Out,31/8/2017
City Hotel,183,2017,August,35,28,1,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0,Check-Out,31/8/2017
City Hotel,31,2017,August,35,28,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,170,0,1,Check-Out,31/8/2017
City Hotel,180,2017,August,34,25,2,4,3,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,222.3,1,0,Check-Out,31/8/2017
City Hotel,82,2017,August,35,27,2,2,1,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85,NULL,0,Transient,89.1,0,0,Check-Out,31/8/2017
City Hotel,82,2017,August,35,28,1,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10,NULL,0,Transient,125,0,0,Check-Out,31/8/2017
City Hotel,205,2017,August,35,29,0,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,5,Check-Out,31/8/2017
City Hotel,171,2017,August,34,22,2,7,2,1,0,BB,ITA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,180,0,1,Check-Out,31/8/2017
City Hotel,281,2017,August,35,27,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,107.1,0,2,Check-Out,31/8/2017
City Hotel,95,2017,August,34,24,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,79,NULL,0,Transient,127.45,0,0,Check-Out,31/8/2017
City Hotel,100,2017,August,35,27,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85,NULL,0,Transient,89.1,0,1,Check-Out,31/8/2017
City Hotel,0,2017,August,35,30,0,1,1,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,140,0,0,Check-Out,31/8/2017
City Hotel,232,2017,August,34,26,2,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,7,No Deposit,9,NULL,0,Transient,119,0,0,Check-Out,31/8/2017
City Hotel,232,2017,August,34,26,2,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,157.25,0,0,Check-Out,31/8/2017
City Hotel,208,2017,August,35,28,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,80.1,0,1,Check-Out,31/8/2017
City Hotel,186,2017,August,35,31,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,12,0,2,Check-Out,3/9/2017
City Hotel,205,2017,August,35,29,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,2,Check-Out,31/8/2017
City Hotel,147,2017,August,34,24,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85,NULL,0,Transient,140.4,0,0,Check-Out,31/8/2017
City Hotel,95,2017,August,35,29,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,89,NULL,0,Transient,95.76,0,0,Check-Out,31/8/2017
City Hotel,175,2017,August,35,27,2,2,1,2,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,175.5,0,1,Check-Out,31/8/2017
City Hotel,19,2017,August,35,29,0,2,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,140,0,0,Check-Out,31/8/2017
City Hotel,5,2017,August,35,29,0,2,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,4,No Deposit,19,NULL,0,Transient-Party,104,0,0,Check-Out,31/8/2017
City Hotel,3,2017,August,35,28,1,2,1,0,0,SC,LBN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2,Check-Out,31/8/2017
City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19,NULL,0,Transient-Party,104,0,0,Check-Out,1/9/2017
City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19,NULL,0,Transient-Party,104,0,0,Check-Out,1/9/2017
City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19,NULL,0,Transient-Party,104,0,0,Check-Out,1/9/2017
City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19,NULL,0,Transient-Party,104,0,0,Check-Out,1/9/2017
City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19,NULL,0,Transient-Party,104,0,0,Check-Out,1/9/2017
