,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Unnamed: 31,Status
1073,City Hotel,0,2017,August,35,28,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.0,0,2,Check-Out,29/8/2017,,Not Cancel
1074,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1075,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1076,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1077,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1078,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1079,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1080,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1081,City Hotel,21,2017,August,35,28,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,1,Check-Out,29/8/2017,,Cancel
1082,City Hotel,14,2017,August,34,24,2,3,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,165.6,0,2,Check-Out,29/8/2017,,Not Cancel
1083,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1084,City Hotel,200,2017,August,34,25,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Check-Out,29/8/2017,,Cancel
1085,City Hotel,289,2017,August,34,26,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,107.1,0,2,Check-Out,29/8/2017,,Not Cancel
1086,City Hotel,289,2017,August,34,26,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,107.1,0,2,Check-Out,29/8/2017,,Not Cancel
1087,City Hotel,16,2017,August,34,26,2,1,2,0,1,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,126.0,0,2,Check-Out,29/8/2017,,Not Cancel
1088,City Hotel,26,2017,August,35,27,2,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,143.5,0,2,Check-Out,29/8/2017,,Cancel
1089,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1090,City Hotel,10,2017,August,35,27,2,0,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,214.5,0,1,Check-Out,29/8/2017,,Not Cancel
1091,City Hotel,518,2017,August,34,26,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,229.0,,0,Transient-Party,0.0,0,0,Check-Out,29/8/2017,,Not Cancel
1092,City Hotel,189,2017,August,35,27,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,114.0,0,1,Check-Out,29/8/2017,,Not Cancel
1093,City Hotel,15,2017,August,34,25,2,2,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,132.53,0,2,Check-Out,29/8/2017,,Not Cancel
1094,City Hotel,14,2017,August,34,24,2,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.6,0,1,Check-Out,29/8/2017,,Cancel
1095,City Hotel,0,2017,August,35,28,1,0,2,1,1,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient,150.0,0,0,Check-Out,29/8/2017,,Cancel
1096,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1097,City Hotel,267,2017,August,34,25,2,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.5,0,2,Check-Out,29/8/2017,,Cancel
1098,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1099,City Hotel,16,2017,August,34,26,2,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,90.4,0,1,Check-Out,29/8/2017,,Not Cancel
1100,City Hotel,518,2017,August,34,26,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,29/8/2017,,Not Cancel
1101,City Hotel,179,2017,August,34,23,2,5,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,160.2,0,0,Check-Out,30/8/2017,,Cancel
1102,City Hotel,43,2017,August,35,29,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,210.0,0,1,Check-Out,30/8/2017,,Not Cancel
1103,City Hotel,8,2017,August,34,25,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,115.37,0,1,Check-Out,30/8/2017,,Not Cancel
1104,City Hotel,40,2017,August,35,28,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,139.4,0,1,Check-Out,30/8/2017,,Not Cancel
1105,City Hotel,189,2017,August,35,28,1,1,3,0,0,HB,RUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,187.2,0,0,Check-Out,30/8/2017,,Cancel
1106,City Hotel,39,2017,August,35,28,1,1,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,451.0,0,Transient,95.0,0,0,Check-Out,30/8/2017,,Cancel
1107,City Hotel,1,2017,August,35,29,0,1,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,451.0,0,Transient,95.0,0,0,Check-Out,30/8/2017,,Not Cancel
1108,City Hotel,40,2017,August,35,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,451.0,0,Transient,95.0,0,0,Check-Out,30/8/2017,,Cancel
1109,City Hotel,202,2017,August,34,26,2,2,1,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Check-Out,30/8/2017,,Cancel
1110,City Hotel,240,2017,August,35,28,1,1,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,135.0,0,3,Check-Out,30/8/2017,,Cancel
1111,City Hotel,40,2017,August,35,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,451.0,0,Transient,95.0,0,0,Check-Out,30/8/2017,,Cancel
1112,City Hotel,40,2017,August,35,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,451.0,0,Transient,95.0,0,0,Check-Out,30/8/2017,,Cancel
1113,City Hotel,0,2017,August,35,29,0,1,1,0,0,BB,PRT,Complementary,Corporate,0,0,0,A,A,0,No Deposit,,72.0,0,Transient,0.0,0,2,Check-Out,30/8/2017,,Not Cancel
1114,City Hotel,181,2017,August,35,27,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Check-Out,30/8/2017,,Cancel
1115,City Hotel,130,2017,August,34,23,2,5,2,2,0,HB,FRA,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,300.0,0,1,Check-Out,30/8/2017,,Not Cancel
1116,City Hotel,61,2017,August,35,28,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,394.0,,0,Transient,121.1,0,0,Check-Out,30/8/2017,,Not Cancel
1117,City Hotel,209,2017,August,34,26,2,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,0,Check-Out,30/8/2017,,Cancel
1118,City Hotel,278,2017,August,34,25,2,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,89.1,0,1,Check-Out,30/8/2017,,Not Cancel
1119,City Hotel,278,2017,August,34,25,2,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,89.1,0,2,Check-Out,30/8/2017,,Not Cancel
1120,City Hotel,146,2017,August,35,28,1,1,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,195.0,0,1,Check-Out,30/8/2017,,Not Cancel
1121,City Hotel,19,2017,August,35,29,0,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,140.0,0,2,Check-Out,30/8/2017,,Not Cancel
1122,City Hotel,19,2017,August,35,29,0,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,140.0,0,2,Check-Out,30/8/2017,,Not Cancel
1123,City Hotel,19,2017,August,35,29,0,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,140.0,0,2,Check-Out,30/8/2017,,Not Cancel
1124,City Hotel,4,2017,August,35,28,1,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,219.0,0,2,Check-Out,30/8/2017,,Not Cancel
1125,City Hotel,223,2017,August,34,23,2,5,3,0,0,HB,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,83.0,,0,Transient,154.7,0,1,Check-Out,30/8/2017,,Cancel
1126,City Hotel,0,2017,August,35,29,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0,Check-Out,30/8/2017,,Cancel
1127,City Hotel,0,2017,August,34,23,2,5,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,394.0,,0,Transient,112.1,0,0,Check-Out,30/8/2017,,Not Cancel
1128,City Hotel,6,2017,August,35,27,2,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,196.33,0,2,Check-Out,30/8/2017,,Not Cancel
1129,City Hotel,52,2017,August,35,27,2,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,258.0,1,2,Check-Out,30/8/2017,,Not Cancel
1130,City Hotel,190,2017,August,35,27,2,1,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,2,Check-Out,30/8/2017,,Cancel
1131,City Hotel,216,2017,August,34,26,2,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,93.6,0,0,Check-Out,30/8/2017,,Cancel
1132,City Hotel,323,2017,August,35,29,0,1,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,125.1,0,2,Check-Out,30/8/2017,,Cancel
1133,City Hotel,5,2017,August,35,29,0,1,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,259.0,0,0,Check-Out,30/8/2017,,Not Cancel
1134,City Hotel,189,2017,August,35,27,2,1,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,99.0,0,0,Check-Out,30/8/2017,,Not Cancel
1135,City Hotel,39,2017,August,35,29,0,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9.0,,0,Transient,170.0,0,1,Check-Out,30/8/2017,,Not Cancel
1136,City Hotel,13,2017,August,34,26,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,157.25,0,1,Check-Out,30/8/2017,,Not Cancel
1137,City Hotel,457,2017,August,34,25,2,3,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,6.0,,0,Transient-Party,122.4,0,1,Check-Out,30/8/2017,,Cancel
1138,City Hotel,43,2017,August,35,29,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,30/8/2017,,Not Cancel
1139,City Hotel,196,2017,August,34,26,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.0,0,3,Check-Out,30/8/2017,,Cancel
1140,City Hotel,0,2017,August,35,29,0,1,2,2,0,BB,NLD,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,270.0,0,0,Check-Out,30/8/2017,,Not Cancel
1141,City Hotel,29,2017,August,35,27,2,1,2,2,0,BB,LUX,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,233.0,0,0,Check-Out,30/8/2017,,Cancel
1142,City Hotel,22,2017,August,35,30,0,3,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,F,G,1,No Deposit,9.0,,0,Transient,61.8,0,0,Check-Out,2/9/2017,,Not Cancel
1143,City Hotel,184,2017,August,35,29,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,2,Check-Out,31/8/2017,,Not Cancel
1144,City Hotel,214,2017,August,35,27,2,2,3,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,115.0,0,0,Check-Out,31/8/2017,,Not Cancel
1145,City Hotel,183,2017,August,35,28,1,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Check-Out,31/8/2017,,Cancel
1146,City Hotel,31,2017,August,35,28,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,170.0,0,1,Check-Out,31/8/2017,,Not Cancel
1147,City Hotel,180,2017,August,34,25,2,4,3,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,222.3,1,0,Check-Out,31/8/2017,,Not Cancel
1148,City Hotel,82,2017,August,35,27,2,2,1,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,89.1,0,0,Check-Out,31/8/2017,,Not Cancel
1149,City Hotel,82,2017,August,35,28,1,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,125.0,0,0,Check-Out,31/8/2017,,Not Cancel
1150,City Hotel,205,2017,August,35,29,0,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,5,Check-Out,31/8/2017,,Cancel
1151,City Hotel,171,2017,August,34,22,2,7,2,1,0,BB,ITA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,180.0,0,1,Check-Out,31/8/2017,,Not Cancel
1152,City Hotel,281,2017,August,35,27,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,107.1,0,2,Check-Out,31/8/2017,,Cancel
1153,City Hotel,95,2017,August,34,24,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,79.0,,0,Transient,127.45,0,0,Check-Out,31/8/2017,,Not Cancel
1154,City Hotel,100,2017,August,35,27,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,89.1,0,1,Check-Out,31/8/2017,,Not Cancel
1155,City Hotel,0,2017,August,35,30,0,1,1,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,140.0,0,0,Check-Out,31/8/2017,,Not Cancel
1156,City Hotel,232,2017,August,34,26,2,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,7,No Deposit,9.0,,0,Transient,119.0,0,0,Check-Out,31/8/2017,,Cancel
1157,City Hotel,232,2017,August,34,26,2,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,157.25,0,0,Check-Out,31/8/2017,,Cancel
1158,City Hotel,208,2017,August,35,28,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,80.1,0,1,Check-Out,31/8/2017,,Not Cancel
1159,City Hotel,186,2017,August,35,31,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,12.0,0,2,Check-Out,3/9/2017,,Not Cancel
1160,City Hotel,205,2017,August,35,29,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,2,Check-Out,31/8/2017,,Cancel
1161,City Hotel,147,2017,August,34,24,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,140.4,0,0,Check-Out,31/8/2017,,Not Cancel
1162,City Hotel,95,2017,August,35,29,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,89.0,,0,Transient,95.76,0,0,Check-Out,31/8/2017,,Not Cancel
1163,City Hotel,175,2017,August,35,27,2,2,1,2,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,175.5,0,1,Check-Out,31/8/2017,,Not Cancel
1164,City Hotel,19,2017,August,35,29,0,2,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,140.0,0,0,Check-Out,31/8/2017,,Cancel
1165,City Hotel,5,2017,August,35,29,0,2,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,4,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,31/8/2017,,Not Cancel
1166,City Hotel,3,2017,August,35,28,1,2,1,0,0,SC,LBN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,2,Check-Out,31/8/2017,,Not Cancel
1167,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1168,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1169,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1170,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1171,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1172,City Hotel,209,2017,August,35,28,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,99.0,0,0,Check-Out,1/9/2017,,Not Cancel
1173,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1174,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1175,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,1,Check-Out,1/9/2017,,Not Cancel
1176,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1177,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1178,City Hotel,113,2017,August,35,27,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,185.0,0,2,Check-Out,1/9/2017,,Not Cancel
1179,City Hotel,97,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1180,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1181,City Hotel,97,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1182,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1183,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,1,No Deposit,19.0,,0,Transient-Party,104.0,0,1,Check-Out,1/9/2017,,Not Cancel
1184,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1185,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1186,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1187,City Hotel,27,2017,August,35,28,1,3,2,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient,169.0,1,0,Check-Out,1/9/2017,,Not Cancel
1188,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1189,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,1,No Deposit,19.0,,0,Transient-Party,104.0,0,1,Check-Out,1/9/2017,,Not Cancel
1190,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1191,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1192,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1193,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1194,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1195,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1196,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1197,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1198,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1199,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1200,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
1201,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,1/9/2017,,Not Cancel
